-2.6149,23.534,13.074,7.8447,5.2298,10.46,15.689,7.8447,5.2298,5.2298,2.6149,26.149,28.764,13.074,2.6149,0,0,10.46,0,23.534,28.764,31.379,26.149,0,2.6149,0,5.2298,10.46,13.074,15.689,23.534,26.149,18.304,10.46,15.689,18.304,31.379,49.683,49.683,20.919,0,10.46,36.609,36.609,26.149,13.074,10.46,15.689,18.304,18.304,10.46,15.689,18.304,5.2298,0,0,2.6149,2.6149,20.919,13.074,13.074,18.304,15.689,7.8447,7.8447,2.6149,-2.6149,2.6149,0,0,13.074,31.379,33.994,20.919,18.304,13.074,13.074,31.379,31.379,0,2.6149,0,-2.6149,31.379,36.609,26.149,5.2298,15.689,7.8447,5.2298,20.919,20.919,5.2298,18.304,10.46,26.149,18.304,2.6149,0,20.919,26.149,7.8447,10.46,33.994,44.453,41.838,20.919,15.689,7.8447,13.074,-2.6149,5.2298,10.46,10.46,5.2298,0,23.534,23.534,15.689,13.074,2.6149,0,15.689,7.8447,5.2298,2.6149,23.534,-2.6149
0,13.074,15.689,-2.6149,13.074,2.6149,18.304,26.149,10.46,13.074,5.2298,0,-7.8447,18.304,41.838,31.379,7.8447,2.6149,0,2.6149,10.46,15.689,-2.6149,15.689,20.919,5.2298,10.46,23.534,18.304,10.46,28.764,33.994,18.304,2.6149,2.6149,5.2298,2.6149,0,31.379,31.379,23.534,18.304,15.689,2.6149,0,13.074,7.8447,0,18.304,18.304,15.689,18.304,7.8447,18.304,20.919,10.46,-2.6149,15.689,-5.2298,10.46,7.8447,5.2298,28.764,26.149,18.304,13.074,10.46,2.6149,2.6149,2.6149,10.46,7.8447,13.074,15.689,13.074,7.8447,-2.6149,5.2298,23.534,28.764,20.919,15.689,15.689,18.304,18.304,23.534,26.149,5.2298,-2.6149,23.534,28.764,20.919,7.8447,-5.2298,20.919,23.534,0,0,5.2298,0,15.689,18.304,10.46,13.074,15.689,10.46,-2.6149,13.074,23.534,28.764,18.304,0,-5.2298,28.764,44.453,33.994,-5.2298,-7.8447,-2.6149,18.304,0,7.8447,18.304,5.2298,23.534,39.223,41.838,-2.6149
-2.6149,15.689,18.304,13.074,13.074,28.764,33.994,26.149,2.6149,15.689,31.379,36.609,39.223,33.994,18.304,0,13.074,5.2298,18.304,26.149,26.149,18.304,10.46,7.8447,5.2298,2.6149,0,7.8447,-2.6149,5.2298,18.304,13.074,-2.6149,10.46,10.46,13.074,23.534,0,23.534,20.919,-5.2298,-2.6149,-5.2298,5.2298,10.46,10.46,0,10.46,2.6149,5.2298,7.8447,10.46,18.304,15.689,18.304,15.689,5.2298,2.6149,13.074,23.534,23.534,18.304,0,0,0,0,15.689,23.534,20.919,7.8447,2.6149,2.6149,0,18.304,28.764,28.764,10.46,7.8447,20.919,18.304,18.304,26.149,28.764,10.46,10.46,5.2298,10.46,13.074,15.689,15.689,7.8447,10.46,10.46,31.379,26.149,15.689,23.534,26.149,23.534,18.304,18.304,18.304,0,7.8447,15.689,7.8447,20.919,20.919,26.149,18.304,10.46,0,-2.6149,5.2298,26.149,31.379,18.304,5.2298,13.074,0,2.6149,10.46,28.764,18.304,20.919,28.764,26.149,-2.6149
-2.6149,15.689,13.074,10.46,5.2298,13.074,15.689,0,7.8447,5.2298,10.46,10.46,-2.6149,20.919,10.46,15.689,15.689,23.534,18.304,15.689,13.074,0,10.46,28.764,20.919,-2.6149,0,2.6149,5.2298,5.2298,18.304,2.6149,5.2298,20.919,0,15.689,26.149,26.149,7.8447,-2.6149,10.46,0,15.689,31.379,36.609,23.534,23.534,15.689,0,0,2.6149,0,0,0,0,7.8447,2.6149,2.6149,20.919,15.689,7.8447,-2.6149,2.6149,5.2298,15.689,15.689,7.8447,5.2298,5.2298,0,5.2298,23.534,31.379,18.304,7.8447,18.304,15.689,7.8447,15.689,2.6149,7.8447,10.46,2.6149,2.6149,18.304,2.6149,20.919,31.379,20.919,23.534,20.919,23.534,23.534,7.8447,-2.6149,7.8447,5.2298,23.534,13.074,0,2.6149,18.304,28.764,2.6149,-7.8447,-2.6149,2.6149,2.6149,7.8447,0,2.6149,18.304,28.764,18.304,15.689,0,0,2.6149,15.689,18.304,13.074,13.074,23.534,10.46,5.2298,18.304,7.8447,0
-2.6149,26.149,28.764,28.764,20.919,13.074,7.8447,20.919,20.919,23.534,15.689,18.304,23.534,18.304,23.534,13.074,5.2298,5.2298,5.2298,0,10.46,18.304,0,2.6149,15.689,13.074,0,-2.6149,15.689,2.6149,0,31.379,31.379,-5.2298,5.2298,18.304,23.534,26.149,2.6149,36.609,31.379,26.149,5.2298,0,23.534,31.379,20.919,0,0,0,0,-2.6149,-2.6149,13.074,26.149,15.689,10.46,5.2298,5.2298,10.46,7.8447,15.689,15.689,5.2298,2.6149,18.304,2.6149,2.6149,26.149,31.379,26.149,18.304,10.46,10.46,0,-2.6149,10.46,10.46,15.689,23.534,28.764,26.149,36.609,39.223,33.994,28.764,23.534,13.074,20.919,20.919,18.304,20.919,15.689,7.8447,0,10.46,10.46,20.919,13.074,26.149,28.764,28.764,18.304,5.2298,10.46,-5.2298,28.764,26.149,10.46,10.46,2.6149,7.8447,20.919,10.46,2.6149,15.689,5.2298,15.689,5.2298,0,-5.2298,-2.6149,7.8447,7.8447,7.8447,5.2298,18.304,-2.6149
-2.6149,23.534,26.149,5.2298,-2.6149,7.8447,2.6149,23.534,18.304,2.6149,5.2298,-2.6149,5.2298,5.2298,23.534,28.764,23.534,2.6149,0,18.304,15.689,2.6149,7.8447,7.8447,10.46,23.534,2.6149,18.304,13.074,2.6149,2.6149,2.6149,0,13.074,20.919,26.149,18.304,13.074,13.074,26.149,23.534,26.149,23.534,23.534,15.689,10.46,13.074,13.074,10.46,23.534,33.994,39.223,39.223,39.223,33.994,26.149,-2.6149,0,0,2.6149,10.46,10.46,0,5.2298,2.6149,0,0,5.2298,7.8447,15.689,26.149,13.074,0,15.689,15.689,0,7.8447,15.689,-2.6149,10.46,15.689,18.304,10.46,10.46,10.46,5.2298,18.304,28.764,2.6149,13.074,7.8447,10.46,15.689,13.074,7.8447,5.2298,0,-2.6149,2.6149,20.919,26.149,7.8447,2.6149,-2.6149,-2.6149,0,-5.2298,18.304,10.46,18.304,18.304,7.8447,7.8447,5.2298,18.304,2.6149,2.6149,7.8447,15.689,7.8447,-2.6149,0,26.149,28.764,10.46,10.46,10.46,0
0,15.689,26.149,2.6149,-2.6149,23.534,33.994,39.223,39.223,26.149,18.304,15.689,20.919,28.764,36.609,26.149,15.689,2.6149,2.6149,15.689,10.46,5.2298,5.2298,10.46,15.689,20.919,23.534,23.534,0,0,0,39.223,36.609,15.689,5.2298,10.46,15.689,10.46,23.534,18.304,15.689,13.074,-2.6149,-5.2298,-2.6149,2.6149,20.919,13.074,13.074,18.304,10.46,-2.6149,23.534,33.994,33.994,0,0,2.6149,20.919,18.304,20.919,10.46,0,18.304,20.919,10.46,10.46,20.919,28.764,20.919,10.46,7.8447,15.689,26.149,20.919,2.6149,10.46,10.46,20.919,31.379,23.534,20.919,15.689,7.8447,10.46,23.534,28.764,5.2298,0,18.304,20.919,5.2298,0,5.2298,0,10.46,15.689,15.689,15.689,13.074,7.8447,5.2298,2.6149,2.6149,13.074,0,10.46,13.074,5.2298,10.46,2.6149,-2.6149,7.8447,13.074,0,13.074,10.46,10.46,2.6149,7.8447,7.8447,13.074,26.149,15.689,7.8447,13.074,-2.6149,0
-2.6149,28.764,15.689,0,7.8447,26.149,31.379,28.764,28.764,20.919,2.6149,10.46,7.8447,2.6149,0,13.074,10.46,5.2298,5.2298,5.2298,15.689,18.304,7.8447,2.6149,5.2298,0,23.534,18.304,15.689,5.2298,18.304,28.764,18.304,5.2298,7.8447,7.8447,18.304,33.994,18.304,-2.6149,0,23.534,33.994,23.534,7.8447,5.2298,0,5.2298,13.074,-2.6149,7.8447,0,18.304,2.6149,0,15.689,2.6149,2.6149,2.6149,13.074,7.8447,7.8447,28.764,28.764,10.46,-2.6149,20.919,28.764,18.304,5.2298,5.2298,15.689,26.149,33.994,13.074,0,0,13.074,15.689,2.6149,7.8447,28.764,26.149,0,2.6149,2.6149,13.074,20.919,18.304,28.764,39.223,36.609,15.689,7.8447,2.6149,5.2298,10.46,10.46,13.074,20.919,13.074,2.6149,5.2298,10.46,5.2298,23.534,7.8447,7.8447,15.689,15.689,20.919,26.149,23.534,18.304,2.6149,0,7.8447,15.689,28.764,26.149,13.074,13.074,10.46,13.074,13.074,18.304,-2.6149,0
-2.6149,15.689,10.46,0,0,13.074,26.149,28.764,10.46,7.8447,10.46,15.689,18.304,2.6149,0,2.6149,23.534,20.919,15.689,13.074,13.074,13.074,2.6149,2.6149,0,0,0,20.919,36.609,26.149,13.074,23.534,28.764,23.534,2.6149,13.074,13.074,-2.6149,7.8447,13.074,5.2298,0,2.6149,5.2298,18.304,20.919,0,5.2298,0,20.919,26.149,2.6149,0,18.304,15.689,7.8447,20.919,20.919,41.838,39.223,18.304,7.8447,13.074,15.689,20.919,2.6149,-2.6149,20.919,23.534,2.6149,0,31.379,28.764,2.6149,5.2298,20.919,15.689,0,5.2298,33.994,33.994,23.534,5.2298,-2.6149,2.6149,15.689,15.689,15.689,20.919,13.074,18.304,13.074,2.6149,20.919,5.2298,0,15.689,15.689,10.46,15.689,15.689,10.46,0,7.8447,15.689,10.46,7.8447,7.8447,7.8447,0,13.074,13.074,10.46,15.689,28.764,15.689,7.8447,13.074,31.379,28.764,28.764,18.304,2.6149,13.074,15.689,15.689,31.379,-2.6149
-2.6149,23.534,26.149,0,7.8447,0,20.919,23.534,10.46,2.6149,5.2298,2.6149,20.919,20.919,18.304,33.994,31.379,26.149,23.534,10.46,0,7.8447,5.2298,5.2298,2.6149,10.46,0,10.46,2.6149,5.2298,18.304,31.379,31.379,10.46,0,0,5.2298,18.304,13.074,0,7.8447,15.689,0,-2.6149,18.304,7.8447,2.6149,7.8447,2.6149,13.074,18.304,23.534,23.534,18.304,20.919,18.304,-2.6149,31.379,39.223,23.534,15.689,15.689,20.919,20.919,0,23.534,26.149,5.2298,0,15.689,7.8447,13.074,13.074,2.6149,2.6149,20.919,26.149,13.074,20.919,39.223,39.223,15.689,26.149,20.919,2.6149,5.2298,10.46,5.2298,7.8447,20.919,26.149,23.534,7.8447,10.46,31.379,28.764,7.8447,10.46,10.46,2.6149,-2.6149,13.074,0,0,2.6149,13.074,2.6149,7.8447,28.764,26.149,18.304,10.46,20.919,33.994,31.379,20.919,18.304,20.919,18.304,26.149,28.764,28.764,20.919,0,2.6149,0,26.149,-2.6149
